fromProductId,toProductId,similarityScore,algorithm,computedAt
PRD02214,PRD02225,0.9663,collaborative,2024-11-05
PRD02214,PRD02221,0.7819,node-similarity,2022-02-12
PRD02214,PRD02201,0.8874,node-similarity,2024-10-02
PRD02215,PRD02210,0.5541,pagerank,2022-02-11
PRD02215,PRD02207,0.7278,pagerank,2022-07-28
PRD02215,PRD02205,0.6325,pagerank,2024-06-28
PRD02216,PRD02205,0.726,hybrid,2025-06-25
PRD02216,PRD02202,0.5889,collaborative,2024-05-01
PRD02216,PRD02212,0.6467,node-similarity,2025-05-05
PRD02217,PRD02196,0.8339,pagerank,2025-02-05
PRD02217,PRD02205,0.8738,hybrid,2025-10-02
PRD02217,PRD02210,0.8839,collaborative,2025-08-22
PRD02218,PRD02197,0.7689,content-based,2024-09-13
PRD02218,PRD02221,0.5875,node-similarity,2025-05-19
PRD02219,PRD02211,0.6884,collaborative,2022-12-05
PRD02219,PRD02208,0.5837,collaborative,2025-12-20
PRD02219,PRD02217,0.7438,collaborative,2025-05-27
PRD02220,PRD02226,0.9788,content-based,2025-09-28
PRD02220,PRD02211,0.7439,hybrid,2022-08-01
PRD02220,PRD02221,0.9786,pagerank,2023-09-11
PRD02221,PRD02201,0.586,pagerank,2022-11-12
PRD02221,PRD02200,0.9781,pagerank,2022-03-12
PRD02221,PRD02198,0.9376,pagerank,2024-10-19
PRD02222,PRD02206,0.5643,collaborative,2025-07-26
PRD02222,PRD02223,0.676,collaborative,2025-10-18
PRD02222,PRD02215,0.6758,pagerank,2022-10-05
PRD02223,PRD02205,0.9571,hybrid,2025-08-03
PRD02223,PRD02221,0.9769,hybrid,2022-05-21
PRD02224,PRD02225,0.6454,content-based,2024-12-26
PRD02224,PRD02200,0.9102,pagerank,2022-11-04
PRD02224,PRD02196,0.7795,hybrid,2025-10-29
PRD02225,PRD02196,0.9576,collaborative,2022-05-30
PRD02225,PRD02204,0.6083,node-similarity,2025-08-09
PRD02226,PRD02225,0.7853,collaborative,2022-10-09
PRD02226,PRD02206,0.6435,collaborative,2024-07-12
PRD02227,PRD02222,0.6891,hybrid,2025-05-23
PRD02227,PRD02217,0.5928,pagerank,2025-06-14
PRD02228,PRD02249,0.7758,pagerank,2022-11-21
PRD02228,PRD02244,0.7162,collaborative,2022-08-15
PRD02228,PRD02237,0.7677,node-similarity,2024-03-22
PRD02229,PRD02252,0.9568,hybrid,2025-03-01
PRD02229,PRD02241,0.7461,hybrid,2022-07-22
PRD02229,PRD02238,0.6812,hybrid,2025-10-01
PRD02230,PRD02245,0.7988,collaborative,2024-02-06
PRD02230,PRD02247,0.7596,collaborative,2024-04-14
PRD02230,PRD02250,0.7258,node-similarity,2025-04-30
PRD02231,PRD02248,0.7376,node-similarity,2025-12-11
PRD02231,PRD02232,0.714,hybrid,2024-03-08
PRD02231,PRD02239,0.9573,hybrid,2024-06-12
PRD02232,PRD02250,0.8309,content-based,2024-05-05
PRD02232,PRD02244,0.9399,hybrid,2024-12-12
PRD02232,PRD02248,0.9026,node-similarity,2022-02-23
PRD02233,PRD02249,0.8727,collaborative,2024-11-26
PRD02233,PRD02246,0.7971,pagerank,2022-04-03
PRD02233,PRD02240,0.5523,content-based,2024-02-17
PRD02234,PRD02231,0.7113,node-similarity,2024-11-09
PRD02234,PRD02232,0.9589,node-similarity,2024-06-02
PRD02234,PRD02233,0.8905,pagerank,2022-04-16
PRD02235,PRD02240,0.7159,content-based,2024-11-25
PRD02235,PRD02230,0.7811,pagerank,2025-08-12
PRD02235,PRD02231,0.6247,collaborative,2025-06-17
PRD02236,PRD02251,0.9884,collaborative,2022-01-15
PRD02236,PRD02239,0.6319,hybrid,2025-03-21
PRD02236,PRD02231,0.8789,collaborative,2022-07-21
PRD02237,PRD02248,0.7589,collaborative,2023-05-12
PRD02237,PRD02240,0.8493,node-similarity,2024-06-09
PRD02237,PRD02251,0.7773,node-similarity,2023-03-15
PRD02238,PRD02233,0.627,collaborative,2022-03-19
PRD02238,PRD02234,0.7595,hybrid,2025-07-20
PRD02238,PRD02230,0.7452,hybrid,2024-10-21
PRD02239,PRD02243,0.6054,content-based,2022-02-23
PRD02239,PRD02246,0.8138,collaborative,2023-01-08
PRD02239,PRD02237,0.8401,collaborative,2024-03-12
PRD02240,PRD02247,0.7282,node-similarity,2025-04-12
PRD02240,PRD02243,0.6003,content-based,2023-03-12
PRD02241,PRD02234,0.7919,hybrid,2023-12-16
PRD02241,PRD02237,0.642,hybrid,2024-04-30
PRD02241,PRD02230,0.6348,collaborative,2022-04-17
PRD02242,PRD02235,0.6565,pagerank,2023-05-04
PRD02242,PRD02231,0.9895,node-similarity,2024-07-24
PRD02242,PRD02233,0.7791,pagerank,2024-09-16
PRD02243,PRD02233,0.9267,node-similarity,2025-03-23
PRD02243,PRD02238,0.5526,collaborative,2022-06-09
PRD02243,PRD02247,0.7482,node-similarity,2025-11-11
PRD02244,PRD02250,0.8182,content-based,2023-03-17
PRD02244,PRD02229,0.857,pagerank,2022-02-15
PRD02244,PRD02246,0.6016,hybrid,2022-01-07
PRD02245,PRD02237,0.8058,collaborative,2025-04-09
PRD02245,PRD02231,0.8642,node-similarity,2023-01-19
PRD02245,PRD02241,0.7421,node-similarity,2025-10-25
PRD02246,PRD02230,0.6672,content-based,2022-02-03
PRD02246,PRD02237,0.8739,content-based,2022-07-12
PRD02247,PRD02245,0.5662,content-based,2025-12-21
PRD02247,PRD02244,0.9148,hybrid,2023-07-16
PRD02247,PRD02229,0.6858,pagerank,2023-05-22
PRD02248,PRD02241,0.6243,node-similarity,2024-03-13
PRD02248,PRD02239,0.7502,collaborative,2023-09-02
PRD02249,PRD02244,0.8333,pagerank,2022-09-09
PRD02249,PRD02251,0.6525,node-similarity,2024-04-25
PRD02249,PRD02232,0.716,content-based,2024-01-04
PRD02250,PRD02241,0.8311,hybrid,2023-01-30
PRD02250,PRD02234,0.8752,hybrid,2023-06-27
PRD02250,PRD02251,0.8552,collaborative,2023-02-09
PRD02251,PRD02235,0.5511,hybrid,2022-08-07
PRD02251,PRD02239,0.678,pagerank,2025-08-06
PRD02252,PRD02242,0.9382,collaborative,2023-01-11
PRD02252,PRD02239,0.7884,node-similarity,2024-08-27
PRD02252,PRD02233,0.6155,content-based,2023-11-04
PRD02253,PRD02281,0.6742,collaborative,2023-03-04
PRD02253,PRD02265,0.8147,content-based,2023-11-08
PRD02253,PRD02275,0.7565,collaborative,2025-04-12
PRD02254,PRD02277,0.9031,content-based,2023-12-13
PRD02254,PRD02279,0.771,collaborative,2023-03-13
PRD02254,PRD02253,0.6949,hybrid,2023-10-04
PRD02255,PRD02253,0.8274,node-similarity,2025-09-08
PRD02255,PRD02266,0.8314,collaborative,2022-08-12
PRD02255,PRD02279,0.9516,collaborative,2022-11-28
PRD02256,PRD02275,0.5896,pagerank,2025-08-27
PRD02256,PRD02254,0.5644,hybrid,2023-09-05
PRD02256,PRD02281,0.8087,pagerank,2023-02-04
PRD02257,PRD02271,0.6415,pagerank,2023-02-11
PRD02257,PRD02278,0.7623,hybrid,2022-05-17
PRD02257,PRD02269,0.5956,content-based,2024-05-27
PRD02258,PRD02274,0.9556,node-similarity,2024-10-12
PRD02258,PRD02261,0.8157,hybrid,2022-06-14
PRD02258,PRD02263,0.6618,node-similarity,2023-07-01
PRD02259,PRD02275,0.6786,pagerank,2023-01-24
PRD02259,PRD02281,0.894,hybrid,2025-07-02
PRD02259,PRD02273,0.909,collaborative,2025-05-04
PRD02260,PRD02277,0.7992,pagerank,2025-10-07
PRD02260,PRD02278,0.7433,hybrid,2025-04-08
PRD02260,PRD02262,0.7052,hybrid,2025-05-07
PRD02261,PRD02281,0.632,hybrid,2025-05-14
PRD02261,PRD02255,0.9821,node-similarity,2023-11-22
PRD02261,PRD02259,0.9165,pagerank,2022-09-28
PRD02262,PRD02255,0.7129,collaborative,2025-01-23
PRD02262,PRD02277,0.5762,node-similarity,2024-11-08
PRD02262,PRD02274,0.9081,pagerank,2023-06-20
PRD02263,PRD02265,0.5507,collaborative,2022-09-01
PRD02263,PRD02277,0.5792,content-based,2022-07-17
PRD02263,PRD02273,0.8217,node-similarity,2022-04-15
PRD02264,PRD02272,0.6605,pagerank,2025-09-01
PRD02264,PRD02281,0.7536,node-similarity,2025-10-14
PRD02264,PRD02271,0.9036,node-similarity,2022-08-03
PRD02265,PRD02266,0.9514,collaborative,2022-10-25
PRD02265,PRD02275,0.8617,collaborative,2023-02-19
PRD02265,PRD02278,0.6699,collaborative,2023-01-10
PRD02266,PRD02261,0.6604,collaborative,2025-08-03
PRD02266,PRD02280,0.8291,collaborative,2023-03-08
PRD02266,PRD02273,0.8549,collaborative,2025-05-07
PRD02267,PRD02274,0.7038,hybrid,2023-01-18
PRD02267,PRD02279,0.5924,content-based,2022-01-08
PRD02267,PRD02258,0.6338,pagerank,2025-05-16
PRD02268,PRD02271,0.9134,node-similarity,2025-05-18
PRD02268,PRD02253,0.5979,hybrid,2024-12-10
PRD02268,PRD02260,0.9769,hybrid,2024-04-13
PRD02269,PRD02282,0.6689,node-similarity,2025-09-19
PRD02269,PRD02260,0.9641,content-based,2023-11-10
PRD02270,PRD02255,0.5951,collaborative,2022-01-13
PRD02270,PRD02275,0.979,collaborative,2024-11-12
PRD02270,PRD02259,0.6778,content-based,2023-06-02
PRD02271,PRD02282,0.8114,pagerank,2023-09-09
PRD02271,PRD02259,0.7591,pagerank,2022-05-16
PRD02271,PRD02267,0.6653,collaborative,2025-01-06
PRD02272,PRD02276,0.9002,hybrid,2022-08-16
PRD02272,PRD02258,0.7812,collaborative,2023-01-17
PRD02272,PRD02275,0.7792,hybrid,2022-11-08
PRD02273,PRD02260,0.5611,content-based,2022-09-16
PRD02273,PRD02277,0.9004,pagerank,2024-08-07
PRD02274,PRD02276,0.6055,hybrid,2023-12-30
PRD02274,PRD02282,0.6971,content-based,2024-03-18
PRD02274,PRD02278,0.8602,pagerank,2024-05-15
PRD02275,PRD02264,0.9094,pagerank,2023-06-11
PRD02275,PRD02277,0.5739,pagerank,2025-03-20
PRD02276,PRD02277,0.702,node-similarity,2023-11-15
PRD02276,PRD02262,0.8824,pagerank,2023-01-15
PRD02276,PRD02259,0.6616,node-similarity,2023-06-24
PRD02277,PRD02271,0.7823,collaborative,2025-09-23
PRD02278,PRD02269,0.8155,hybrid,2023-08-08
PRD02278,PRD02255,0.7488,pagerank,2024-02-13
PRD02279,PRD02276,0.5907,collaborative,2024-11-21
PRD02279,PRD02264,0.9795,pagerank,2023-03-19
PRD02280,PRD02270,0.5754,node-similarity,2025-01-28
PRD02280,PRD02278,0.6697,content-based,2023-10-12
PRD02280,PRD02267,0.7917,collaborative,2022-12-16
PRD02281,PRD02278,0.5734,node-similarity,2022-05-17
PRD02281,PRD02270,0.9458,hybrid,2023-08-04
PRD02282,PRD02261,0.7577,content-based,2025-10-23
PRD02282,PRD02262,0.8873,content-based,2025-06-06
PRD02282,PRD02279,0.7151,hybrid,2025-02-21
PRD02283,PRD02300,0.8327,collaborative,2022-06-08
PRD02283,PRD02301,0.8254,node-similarity,2023-02-03
PRD02283,PRD02290,0.6917,collaborative,2023-04-03
PRD02284,PRD02288,0.9853,content-based,2023-10-05
PRD02284,PRD02298,0.577,node-similarity,2022-10-31
PRD02284,PRD02308,0.5621,collaborative,2023-09-05
PRD02285,PRD02284,0.8969,pagerank,2025-08-25
PRD02285,PRD02303,0.7065,hybrid,2023-12-04
PRD02285,PRD02306,0.7401,hybrid,2023-12-20
PRD02286,PRD02285,0.6551,node-similarity,2022-04-25
PRD02286,PRD02283,0.9109,pagerank,2025-09-28
PRD02286,PRD02305,0.6335,pagerank,2022-01-11
PRD02287,PRD02289,0.6276,node-similarity,2023-06-07
PRD02287,PRD02293,0.7839,node-similarity,2023-12-05
PRD02287,PRD02299,0.7335,pagerank,2024-06-23
PRD02288,PRD02297,0.6325,content-based,2023-06-01
PRD02288,PRD02300,0.6745,node-similarity,2024-11-02
PRD02288,PRD02298,0.6762,pagerank,2025-03-05
PRD02289,PRD02296,0.9001,collaborative,2025-09-06
PRD02289,PRD02299,0.8279,node-similarity,2023-01-19
PRD02289,PRD02291,0.5755,collaborative,2023-01-24
PRD02290,PRD02306,0.9582,content-based,2023-08-15
PRD02290,PRD02284,0.6076,content-based,2025-09-07
PRD02290,PRD02297,0.6229,content-based,2023-12-10
PRD02291,PRD02304,0.7341,hybrid,2024-04-08
PRD02291,PRD02294,0.9802,hybrid,2022-09-02
PRD02291,PRD02307,0.8863,collaborative,2024-10-23
PRD02292,PRD02293,0.9622,pagerank,2023-11-11
PRD02292,PRD02294,0.7054,node-similarity,2022-12-24
PRD02292,PRD02290,0.7578,content-based,2025-07-18
PRD02293,PRD02299,0.8558,hybrid,2023-07-17
PRD02293,PRD02295,0.7238,content-based,2025-01-18
PRD02293,PRD02305,0.8443,collaborative,2023-02-04
PRD02294,PRD02307,0.8407,content-based,2025-01-31
PRD02294,PRD02298,0.8989,collaborative,2022-01-14
PRD02294,PRD02289,0.6496,content-based,2024-09-12
PRD02295,PRD02305,0.9569,collaborative,2025-02-14
PRD02295,PRD02291,0.5586,node-similarity,2022-03-10
PRD02295,PRD02307,0.8846,node-similarity,2022-02-27
PRD02296,PRD02291,0.8964,pagerank,2025-05-17
PRD02296,PRD02293,0.6964,content-based,2025-08-14
PRD02297,PRD02287,0.7937,node-similarity,2025-01-09
PRD02297,PRD02299,0.8582,collaborative,2024-11-08
PRD02297,PRD02298,0.7029,node-similarity,2022-03-28
PRD02298,PRD02302,0.9411,content-based,2023-05-13
PRD02298,PRD02290,0.7733,content-based,2022-05-04
PRD02298,PRD02308,0.729,node-similarity,2023-10-29
PRD02299,PRD02294,0.8711,pagerank,2022-05-27
PRD02299,PRD02308,0.9079,node-similarity,2024-08-26
PRD02299,PRD02290,0.8993,pagerank,2024-03-01
PRD02300,PRD02302,0.5533,collaborative,2022-05-16
PRD02300,PRD02289,0.8932,content-based,2024-05-15
PRD02301,PRD02308,0.6232,content-based,2025-02-27
PRD02301,PRD02290,0.7312,pagerank,2023-01-28
PRD02301,PRD02296,0.7866,hybrid,2024-12-16
PRD02302,PRD02307,0.8492,collaborative,2023-05-16
PRD02302,PRD02295,0.7679,pagerank,2022-10-16
PRD02303,PRD02298,0.806,content-based,2024-03-05
PRD02303,PRD02292,0.601,collaborative,2023-03-06
PRD02303,PRD02283,0.8984,content-based,2024-09-12
PRD02304,PRD02300,0.9673,hybrid,2022-09-22
PRD02304,PRD02306,0.81,collaborative,2022-10-07
PRD02304,PRD02293,0.6571,node-similarity,2022-12-27
PRD02305,PRD02298,0.8903,hybrid,2024-03-30
PRD02305,PRD02307,0.9358,content-based,2024-06-21
PRD02305,PRD02299,0.9212,hybrid,2024-01-30
PRD02306,PRD02307,0.815,node-similarity,2024-10-21
PRD02306,PRD02300,0.7085,content-based,2022-09-07
PRD02306,PRD02295,0.5836,collaborative,2025-02-03
PRD02307,PRD02308,0.769,node-similarity,2024-11-05
PRD02307,PRD02283,0.6899,hybrid,2022-08-09
PRD02307,PRD02285,0.5524,hybrid,2023-11-23
PRD02308,PRD02285,0.7267,collaborative,2025-12-24
PRD02308,PRD02306,0.5535,node-similarity,2023-03-25
PRD02309,PRD02312,0.7739,content-based,2024-07-14
PRD02309,PRD02336,0.7929,content-based,2022-03-17
PRD02309,PRD02325,0.6687,collaborative,2024-01-07
PRD02310,PRD02325,0.8508,hybrid,2024-12-16
PRD02310,PRD02319,0.7928,collaborative,2025-06-29
PRD02310,PRD02339,0.7755,content-based,2025-04-29
PRD02311,PRD02317,0.5573,collaborative,2024-09-28
PRD02311,PRD02315,0.7348,node-similarity,2022-11-03
PRD02311,PRD02334,0.8691,pagerank,2024-12-28
PRD02312,PRD02317,0.8338,hybrid,2024-10-21
PRD02312,PRD02338,0.797,content-based,2024-02-25
PRD02313,PRD02321,0.8956,node-similarity,2024-10-27
PRD02313,PRD02318,0.8283,collaborative,2022-10-28
PRD02313,PRD02320,0.6589,pagerank,2025-09-18
PRD02314,PRD02309,0.8904,hybrid,2024-07-12
PRD02314,PRD02330,0.7929,pagerank,2024-02-12
PRD02314,PRD02321,0.7538,collaborative,2023-01-09
PRD02315,PRD02339,0.951,content-based,2022-07-11
PRD02315,PRD02324,0.8006,collaborative,2024-03-26
PRD02315,PRD02333,0.9052,hybrid,2023-08-22
PRD02316,PRD02325,0.9241,hybrid,2023-01-17
PRD02316,PRD02313,0.5713,hybrid,2025-11-20
PRD02316,PRD02319,0.5589,content-based,2022-07-19
PRD02317,PRD02338,0.603,pagerank,2023-06-21
PRD02317,PRD02329,0.6212,content-based,2024-07-07
PRD02317,PRD02315,0.5554,hybrid,2022-01-24
PRD02318,PRD02310,0.976,content-based,2022-02-13
PRD02318,PRD02334,0.8536,content-based,2024-06-09
PRD02318,PRD02328,0.6667,pagerank,2022-02-28
PRD02319,PRD02330,0.8327,collaborative,2024-03-19
PRD02319,PRD02315,0.6177,collaborative,2024-05-08
PRD02319,PRD02333,0.5853,content-based,2025-03-11
PRD02320,PRD02335,0.8611,collaborative,2025-04-10
PRD02320,PRD02312,0.6152,collaborative,2025-01-08
PRD02320,PRD02311,0.7847,node-similarity,2024-11-12
PRD02321,PRD02325,0.6072,content-based,2023-02-25
PRD02321,PRD02331,0.9234,hybrid,2025-02-18
PRD02321,PRD02328,0.9656,collaborative,2024-10-15
PRD02322,PRD02312,0.8781,node-similarity,2022-09-12
PRD02322,PRD02333,0.9261,node-similarity,2023-11-25
PRD02322,PRD02326,0.5849,node-similarity,2023-03-24
PRD02323,PRD02313,0.6548,collaborative,2023-02-27
PRD02323,PRD02337,0.8631,hybrid,2024-07-29
PRD02323,PRD02331,0.6288,pagerank,2025-02-21
PRD02324,PRD02331,0.779,pagerank,2024-12-13
PRD02324,PRD02330,0.7671,content-based,2025-01-19
PRD02324,PRD02316,0.8665,node-similarity,2025-10-23
PRD02325,PRD02327,0.9275,content-based,2024-03-17
PRD02325,PRD02326,0.6655,pagerank,2024-10-10
PRD02325,PRD02340,0.7566,pagerank,2024-10-21
PRD02326,PRD02339,0.8128,node-similarity,2022-04-05
PRD02326,PRD02317,0.622,node-similarity,2023-08-03
PRD02326,PRD02316,0.9563,node-similarity,2022-10-24
PRD02327,PRD02315,0.8888,content-based,2024-09-13
PRD02327,PRD02310,0.6856,node-similarity,2023-11-30
PRD02328,PRD02322,0.7715,pagerank,2022-03-03
PRD02328,PRD02309,0.8649,pagerank,2022-04-24
PRD02329,PRD02309,0.5956,node-similarity,2023-03-23
PRD02329,PRD02337,0.5591,content-based,2022-07-20
PRD02329,PRD02327,0.566,node-similarity,2023-10-20
PRD02330,PRD02333,0.977,collaborative,2024-08-28
PRD02330,PRD02326,0.7911,content-based,2022-09-26
PRD02331,PRD02328,0.9395,pagerank,2023-03-21
PRD02331,PRD02336,0.7872,content-based,2025-09-12
PRD02332,PRD02310,0.8409,content-based,2025-10-21
PRD02332,PRD02314,0.8007,collaborative,2023-09-05
PRD02332,PRD02324,0.8883,content-based,2024-04-12
PRD02333,PRD02320,0.7113,content-based,2022-03-07
PRD02333,PRD02309,0.9244,collaborative,2023-02-25
PRD02333,PRD02316,0.9844,collaborative,2024-11-04
PRD02334,PRD02315,0.8138,node-similarity,2023-04-27
PRD02334,PRD02316,0.6402,hybrid,2022-04-02
PRD02334,PRD02339,0.7029,collaborative,2024-08-25
PRD02335,PRD02323,0.9496,hybrid,2023-09-09
PRD02335,PRD02315,0.7884,content-based,2025-06-21
PRD02335,PRD02319,0.7676,content-based,2024-07-22
PRD02336,PRD02337,0.5578,content-based,2024-08-30
PRD02336,PRD02311,0.5685,content-based,2023-07-24
PRD02336,PRD02313,0.6091,content-based,2023-02-28
PRD02337,PRD02327,0.7306,pagerank,2024-01-22
PRD02337,PRD02339,0.6833,node-similarity,2023-03-28
PRD02337,PRD02313,0.9551,hybrid,2022-06-29
PRD02338,PRD02323,0.6555,hybrid,2022-11-28
PRD02338,PRD02331,0.5665,collaborative,2022-02-01
PRD02338,PRD02316,0.9256,content-based,2024-04-21
PRD02339,PRD02325,0.9826,collaborative,2023-07-28
PRD02339,PRD02330,0.7454,hybrid,2023-06-25
PRD02339,PRD02327,0.761,pagerank,2025-05-12
PRD02340,PRD02338,0.6303,node-similarity,2024-01-28
PRD02340,PRD02310,0.6333,hybrid,2022-01-20
PRD02340,PRD02315,0.6962,collaborative,2022-12-20
PRD02341,PRD02345,0.947,pagerank,2025-09-09
PRD02341,PRD02363,0.6151,hybrid,2025-08-03
PRD02341,PRD02344,0.7926,pagerank,2025-03-08
PRD02342,PRD02363,0.9603,pagerank,2025-02-20
PRD02342,PRD02359,0.7561,pagerank,2023-03-10
PRD02342,PRD02343,0.702,hybrid,2023-10-30
PRD02343,PRD02349,0.8971,hybrid,2023-09-30
PRD02343,PRD02366,0.6118,pagerank,2022-07-16
PRD02343,PRD02367,0.9478,content-based,2024-01-12
PRD02344,PRD02363,0.578,pagerank,2024-05-15
PRD02344,PRD02349,0.9138,content-based,2023-02-02
PRD02344,PRD02355,0.8504,content-based,2022-08-03
PRD02345,PRD02351,0.7829,hybrid,2022-01-16
PRD02345,PRD02362,0.7796,hybrid,2023-07-09
PRD02346,PRD02353,0.9229,content-based,2022-01-23
PRD02346,PRD02351,0.6465,node-similarity,2022-07-16
PRD02346,PRD02362,0.9065,node-similarity,2022-02-17
PRD02347,PRD02362,0.7592,node-similarity,2022-11-26
PRD02347,PRD02359,0.9447,hybrid,2022-11-29
PRD02347,PRD02360,0.7507,content-based,2024-02-19
PRD02348,PRD02364,0.8765,content-based,2022-11-22
PRD02348,PRD02347,0.6865,content-based,2023-02-02
PRD02348,PRD02368,0.595,node-similarity,2025-02-16
PRD02349,PRD02354,0.6005,node-similarity,2022-08-26
PRD02349,PRD02362,0.8669,node-similarity,2022-09-07
PRD02350,PRD02344,0.6849,hybrid,2024-01-04
PRD02350,PRD02358,0.8006,hybrid,2023-09-26
PRD02350,PRD02363,0.8279,content-based,2024-08-15
PRD02351,PRD02363,0.8859,hybrid,2025-02-19
PRD02351,PRD02343,0.5662,node-similarity,2022-04-15
PRD02351,PRD02353,0.8655,pagerank,2022-06-23
PRD02352,PRD02367,0.9762,collaborative,2025-04-04
PRD02352,PRD02368,0.6219,collaborative,2023-06-21
PRD02352,PRD02351,0.6829,content-based,2025-09-21
PRD02353,PRD02355,0.8846,content-based,2025-07-12
PRD02353,PRD02357,0.5787,content-based,2023-01-05
PRD02353,PRD02345,0.7427,hybrid,2025-12-14
PRD02354,PRD02350,0.9781,collaborative,2025-04-01
PRD02354,PRD02361,0.8962,hybrid,2024-05-05
PRD02354,PRD02368,0.9767,content-based,2025-03-11
PRD02355,PRD02358,0.8697,pagerank,2022-11-10
PRD02355,PRD02356,0.7357,content-based,2022-05-25
PRD02355,PRD02354,0.7112,pagerank,2023-06-21
PRD02356,PRD02350,0.8841,hybrid,2022-02-04
PRD02356,PRD02351,0.7493,hybrid,2022-06-30
PRD02356,PRD02365,0.6899,hybrid,2025-08-21
PRD02357,PRD02347,0.5934,hybrid,2022-08-04
PRD02357,PRD02354,0.7951,collaborative,2024-03-23
PRD02357,PRD02341,0.7265,hybrid,2023-07-20
PRD02358,PRD02351,0.5597,hybrid,2022-07-04
PRD02358,PRD02367,0.7889,pagerank,2024-01-31
PRD02359,PRD02361,0.6099,node-similarity,2023-07-12
PRD02359,PRD02343,0.9058,hybrid,2025-12-30
PRD02359,PRD02348,0.6097,content-based,2022-02-17
PRD02360,PRD02364,0.8121,pagerank,2024-11-22
PRD02360,PRD02367,0.5517,pagerank,2025-09-27
PRD02361,PRD02349,0.9068,collaborative,2025-08-08
PRD02361,PRD02366,0.7162,hybrid,2025-03-02
PRD02361,PRD02360,0.7319,collaborative,2024-03-09
PRD02362,PRD02354,0.9651,collaborative,2025-03-10
PRD02362,PRD02368,0.7718,collaborative,2022-07-03
PRD02362,PRD02360,0.7219,content-based,2023-03-19
PRD02363,PRD02347,0.7637,collaborative,2023-06-19
PRD02363,PRD02349,0.6299,pagerank,2025-10-11
PRD02363,PRD02366,0.7023,collaborative,2024-05-16
PRD02364,PRD02352,0.6001,content-based,2022-10-04
PRD02364,PRD02358,0.9495,content-based,2025-07-01
PRD02364,PRD02366,0.9154,hybrid,2023-04-20
PRD02365,PRD02345,0.66,node-similarity,2025-03-27
PRD02365,PRD02352,0.6911,collaborative,2025-04-23
PRD02365,PRD02363,0.6726,content-based,2025-03-29
PRD02366,PRD02365,0.9703,collaborative,2023-07-08
PRD02366,PRD02348,0.8408,content-based,2023-05-19
PRD02366,PRD02345,0.7293,collaborative,2022-02-02
PRD02367,PRD02361,0.9001,node-similarity,2025-08-15
PRD02367,PRD02341,0.9508,collaborative,2025-03-22
PRD02368,PRD02355,0.9602,pagerank,2025-10-06
PRD02368,PRD02344,0.5546,hybrid,2022-05-29
PRD02368,PRD02361,0.5944,content-based,2023-11-22
PRD02369,PRD02372,0.5679,node-similarity,2022-11-27
PRD02369,PRD02380,0.5698,collaborative,2025-01-01
PRD02369,PRD02391,0.8736,collaborative,2024-04-18
PRD02370,PRD02382,0.8165,pagerank,2022-04-25
PRD02370,PRD02372,0.5621,content-based,2025-03-09
PRD02370,PRD02383,0.7601,node-similarity,2025-11-17
PRD02371,PRD02380,0.5897,node-similarity,2024-01-24
PRD02371,PRD02381,0.5851,content-based,2025-01-13
PRD02371,PRD02372,0.7328,collaborative,2022-08-19
PRD02372,PRD02373,0.9267,hybrid,2024-05-24
PRD02372,PRD02391,0.6957,collaborative,2024-10-22
PRD02372,PRD02374,0.859,node-similarity,2022-01-21
PRD02373,PRD02391,0.6249,content-based,2022-04-20
PRD02373,PRD02370,0.8376,pagerank,2025-02-25
PRD02373,PRD02375,0.7837,hybrid,2025-03-20
PRD02374,PRD02380,0.5889,content-based,2024-02-29
PRD02374,PRD02390,0.6161,hybrid,2025-09-13
PRD02374,PRD02391,0.6565,pagerank,2024-04-24
PRD02375,PRD02393,0.6671,node-similarity,2024-02-03
PRD02375,PRD02377,0.7059,hybrid,2022-04-15
PRD02375,PRD02370,0.9367,hybrid,2025-08-13
PRD02376,PRD02384,0.9508,pagerank,2023-08-07
PRD02376,PRD02395,0.5803,pagerank,2022-09-03
PRD02376,PRD02379,0.9402,node-similarity,2022-07-31
PRD02377,PRD02376,0.5803,collaborative,2024-11-03
PRD02377,PRD02379,0.9492,hybrid,2025-08-15
PRD02377,PRD02384,0.717,hybrid,2022-01-07
PRD02378,PRD02395,0.861,node-similarity,2025-07-14
PRD02378,PRD02375,0.7359,collaborative,2024-11-12
PRD02378,PRD02371,0.6076,content-based,2024-05-07
PRD02379,PRD02382,0.8301,hybrid,2024-03-21
PRD02379,PRD02383,0.6274,node-similarity,2024-05-18
PRD02379,PRD02393,0.9873,pagerank,2023-11-05
PRD02380,PRD02381,0.9323,hybrid,2024-08-20
PRD02380,PRD02385,0.7525,content-based,2024-06-24
PRD02380,PRD02390,0.8084,node-similarity,2022-01-05
PRD02381,PRD02373,0.9716,collaborative,2023-08-24
PRD02381,PRD02396,0.8907,hybrid,2024-06-21
PRD02381,PRD02389,0.9547,content-based,2025-11-16
PRD02382,PRD02373,0.9413,node-similarity,2025-08-23
PRD02382,PRD02380,0.6689,hybrid,2025-04-12
PRD02382,PRD02394,0.8053,node-similarity,2025-11-11
PRD02383,PRD02371,0.6707,collaborative,2025-08-15
PRD02383,PRD02375,0.9745,pagerank,2024-07-25
PRD02383,PRD02369,0.8585,content-based,2024-02-09
PRD02384,PRD02380,0.8547,pagerank,2025-02-03
PRD02384,PRD02383,0.8491,content-based,2025-10-13
PRD02385,PRD02389,0.6499,collaborative,2023-12-07
PRD02385,PRD02394,0.9838,hybrid,2022-02-28
